title,price_jd,brand,model_name,storage_gb,color_actual,condition,series,phone_age_months
ايفون 17 برو ماكس 1تيرا iphone 17 pro max 1tb كمية محدودة لحق قبل نفاذ الكمية,1179.0,Apple,ايفون 17 برو ماكس,1024.0,أبيض,جديد,Apple-iPhone-17,
ايفون 17 512 جيجا iphone 17 512GB الكمية محدودة,629.0,Apple,ايفون 17,512.0,أزرق,جديد,Apple-iPhone-17,
ايفون 13 جديد 128 جيجا — New iPhone 13 128GB,324.0,Apple,ايفون 13,128.0,أسود,جديد,Apple-iPhone-13,
iPhone 13Pro Max 256GB بطارية اصليه غير مرفوعه افحص عند وكيل ابل والسعر حرق,385.0,Apple,ايفون 13 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
New iPhone 17 pro max 512GB — ايفون 17 برو ماكس 512 جيجا جديد,1079.0,Apple,ايفون 17 برو ماكس,512.0,برتقالي,جديد,Apple-iPhone-17,
ايفون 15 برو ماكس 256 جيجا مستعمل بحالة الوكالة iPhone 15 pro max 256GB,485.0,Apple,ايفون 15 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
جديد الان مع هدية مميزة  ريدمي نوت 15 بافضل سعر//REDMI NOTE 15 (256GB) NEW,146.0,Xiaomi,ريدمي نوت 14,256.0,أسود,جديد,Xiaomi-Other,
HUAWEI PURA 80 ( 256GB ) / RAM 12 NEW /// جهاز هواوي الجديد بيورا 80 ذاكرة 256 الرام 12 الجديد,459.0,Huawei,,256.0,أسود,جديد,Huawei-Other,
iPhone 17 Pro 256GB Open Box — جديد ايفون 17 برو جديد 256 جيجا,849.0,Apple,ايفون 17 برو,256.0,برتقالي,جديد,Apple-iPhone-17,
جديد الان ابل ايفون 15 // iPhone 15 128GB NEW,418.0,Apple,ايفون 15,128.0,أسود,جديد,Apple-iPhone-15,
iPad Pro M5 13inch 512GB 5G - ايباد برو ام 5 (13 انش),799.0,Apple,ايباد برو 13,256.0,12.9 انش,جديد,Apple-iPhone-13,
متوفر الأن سامسونج اي 17 بعدة الوان // samsung A17 128G new,100.0,Samsung,جالاكسي A17,128.0,أسود,جديد,Samsung-Galaxy-A17,
ايفون 17 برو ماكس 2 تيرابايت iphone 17 pro max 2tb جديد,1299.0,Apple,ايفون 17 برو ماكس,2048.0,برتقالي,جديد,Apple-iPhone-17,
ايفون 13 برو ماكس جديد /// iphone 13 pro max 256 gb new,495.0,Apple,ايفون 13 برو ماكس,256.0,أخضر,جديد,Apple-iPhone-13,
ايفون 17 برو ماكس 512 جيجا iphone 17 pro max 512 جيجا جديد هديه عند الشراء,999.0,Apple,ايفون 17 برو ماكس,512.0,أزرق,مستعمل - ممتاز,Apple-iPhone-17,
ايفون 17 اير 256 جيحا iphone 17 Air 256Gb مشفره,385.0,Apple,ايفون 17 اير,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-17,
ايفون 13 برو ماكس 128&256 iphone 13 pro max 256 بحالة الجديد ولا خدش,330.0,Apple,ايفون 13 برو ماكس,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 17 برو ماكس - New iPhone 17 pro max 256GB,859.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,مستعمل - ممتاز,Apple-iPhone-17,
IPHONE 16e ( 128GB ) NEW / ايفون 16 اي ذاكره 128 جيجا,348.0,Apple,ايفون 16e,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
Samsung S26 Ultra 1TB  جالاكسي S26 الترا جديد كفالة شرق اوسط,1240.0,Samsung,جالاكسي S26 الترا,1024.0,أسود,جديد,Samsung-Galaxy-S26,
ايفون 13 برو ماكس بحالة الوكالة / نسخة 256 جيجا / مش مصلح ولا مبدل في اشي / بطاريات عالية,389.0,Apple,ايفون 13 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 15 برو / / نسخة 256 جيجا / بحالة الوكالة / مكفول / مش مصلح ولا مفتوح,445.0,Apple,ايفون 15 برو,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-15,
ايفون 14 برو / مدخل خط / شرق أوسط / نسخة 256 جيجا / بحالة الوكالة / مش مصلح / مكفول,415.0,Apple,ايفون 14 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
ايفون 14 برو ماكس / نسخة 256 جيجا / بطاريات 90 وفوق / مش مفتوح ولا مصلح,450.0,Apple,ايفون 14 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
سامسونج A26 / نسخة 6 رام / كفالة BMS  جديد كرتونة مسكرة /,159.0,Samsung,جالاكسي A26,128.0,أسود,جديد,Samsung-Galaxy-A26,
ايفون 13 برو / نسخة 256 جيجا / بحالة الوكالة  مش مفتوح ولا مصلح / بطاريات عالية / مكفول,349.0,Apple,ايفون 13 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
سامسونج A56 / نسخة 12 رام اساسي +  256 جيجا / كفالة الوكيل الرسمي BMS,315.0,Samsung,جالاكسي A56,256.0,أسود,جديد,Samsung-Galaxy-A56,
ايفون 14 بحالة الوكالة / 128 جيجا / مش مفتوح ولا مصلح / بطاريات بال 90 مكفول,280.0,Apple,ايفون 14,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-14,
ايفون 15 برو ماكس بحالة الوكالة ؛ مش مصلح ولا مبدل في اشي وكالة / بطاريات بال 90% / مدخل خط شرق اوسط,539.0,Apple,ايفون 15 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-15,
ايباد 11 A16 جديد كرتونة مسكرة / مكفول من شركة آبل سنة كاملة,262.0,Apple,ايباد,128.0,11 انش,جديد,Apple-iPhone-11,
جديد مشفر ايفون 17 برو ماكس - locked iPhone 17 pro max new,599.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,جديد,Apple-iPhone-17,
ايفون 14برو ماكس جديد /// iphone 14 pro max 256 gb new,599.0,Apple,ايفون 14 برو ماكس,256.0,أبيض,جديد,Apple-iPhone-14,
متوفر الأن جديد هونور اكس 7 دي // Honor x7d New 256G 16G Ram,114.0,Honor,,256.0,أسود,جديد,Honor-Other,
متوفر الأن مستخدم ايفون 13 متوفر بعدة الوان  // iPhone 13 128G used,239.0,Apple,ايفون 13,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-13,
HONOR X9D ( 256GB ) NEW / RAM 16 /// هونور اكس 9 دي ذاكرة 256 الرام 16 الجديد,224.0,Honor,,256.0,أسود,جديد,Honor-Other,
HONOR X8D ( 256GB ) / RAM 8 NEW /// هونور اكس 8 دي ذاكرة 256 الرام 8 الجديد,172.0,Honor,,256.0,أسود,جديد,Honor-Other,
مستخدم بحالة الجديد متوفر بعدة ألوان ايفون 15 برو // iPhone 15 pro 256G used,429.0,Apple,ايفون 15 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
OPPO A5 ( 256GB ) / RAM 16 NEW /// جهاز اوبو اي 5 الذاكرة 256 الرام 16,127.0,OPPO,A5,256.0,أبيض,جديد,OPPO-Other,
IPHONE 16 PRO MAX ( 256GB ) NEW /// آيفون 16 برو ماكس ذاكرة 256 الجديد,815.0,Apple,ايفون 16 برو ماكس,256.0,أسود,جديد,Apple-iPhone-16,
IPAD 11 ( 128GB/256GB ) A16 NEW /// ايباد ابل 11 انش ذاكرة 256/128 الجديد,245.0,Apple,ايباد,128.0,10.9 انش,جديد,Apple-iPhone-11,
IPAD PRO ( 256GB ) M5 NEW /// ايباد برو ام 5  ذاكرة 256 الجديد,689.0,Apple,ايباد برو 6,256.0,11 انش,جديد,Apple-iPad,
IPAD AIR 7 ( 128GB/256GB )  13.3 INCH NEW /// ايباد اير 7 ذاكرة /256/128 الجديد,489.0,Apple,ايباد اير 13,128.0,13.3 انش,جديد,Apple-iPhone-13,
جديد الأن بسعر مميز ايفون 17 /// APPLE IPHONE 17 sim NEW 256G,629.0,Apple,ايفون 17,256.0,أزرق,جديد,Apple-iPhone-17,
جديد الان ريدمي 15 بافضل سعر//REDMI 15 (256GB) (16RAM) NEW,113.0,Xiaomi,,256.0,أسود,جديد,Xiaomi-Other,
عرض خاص لفترة محدودة ايفون 13 برو 256 جيجا مش مفتوح او مصلح او مغير اي شي نهائيا فقط بـ299 دينااااار,299.0,Apple,ايفون 13 برو,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
متوفر بسعر مميز هونور  600 برو جديد /// HONOR 600 pro 512G new,542.0,Honor,,512.0,برتقالي,جديد,Honor-Other,
iPhone 13 128GB جديد + شغال مباشر Auto SIM بسعر خرافي,219.0,Apple,ايفون 13,128.0,أسود,جديد,Apple-iPhone-13,
متوفر الأن جديد ابل ايباد برو ام 5 // APPLE IPAD 11 PRO M5 256G 2025 New,685.0,Apple,ايباد برو,256.0,11 انش,جديد,Apple-iPhone-11,
متوفر بسعر مميز ايفون 14 128 /// iphone 14 128 gb,299.0,Apple,ايفون 14,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-14,
Honor X9c smart جديد,150.0,Honor,هونور X9c,256.0,تركواز,جديد,Honor-Other,
SAMSUNG A07 افضل سعر بالمملكه جميع الألوان مع كفاله الوكيل الرسمي BMS,70.0,Samsung,جالاكسي A07,128.0,لؤلؤي,جديد,Samsung-Galaxy-A07,
السعر الأقل بالمملكه iPhone 14 جديدي كفالة الشرق الأوسط,365.0,Apple,ايفون 14,128.0,بنفسجي,جديد,Apple-iPhone-14,
عرض لفترة محدودة جديد Samsung Galaxy A55 5G متوفر لدى سبيد سيل,185.0,Samsung,جالاكسي A55,128.0,زهري,جديد,Samsung-Galaxy-A55,
متوفر بسعر مميز ايفون 15 مستعمل /// iphone 15 128G used,340.0,Apple,ايفون 15,128.0,زهري,مستعمل - ممتاز,Apple-iPhone-15,
IPHONE 14 ( 128GB ) NEW /// جهاز ايفون 14 ذاكره 128 الجديد,349.0,Apple,ايفون 14,128.0,أسود,جديد,Apple-iPhone-14,
IPHONE 15 PLUS ( 128GB ) NEW /// ايفون 15 بلس ذاكره 128 الجديد,455.0,Apple,ايفون 15 بلس,128.0,أسود,جديد,Apple-iPhone-15,
HONOR 600 ( 256GB ) / RAM 12\8 NEW /// هونور 600 ذاكرة 256الرام 8\12,339.0,Honor,,256.0,برتقالي,جديد,Honor-Other,
HONOR 600 PRO ( 512GB ) / RAM 12 NEW /// هونور 600 برو ذاكرة 512,529.0,Honor,,512.0,أبيض,جديد,Honor-Other,
سامسونج S24ultra جديد كفالة لمدة عام من تاريخ الشراء بسعر مميز,559.0,Samsung,جالاكسي S24 الترا,256.0,رمادي,جديد,Samsung-Galaxy-S24,
Iphone 14 128gb used/ مستعمل بحالة الوكالة بطارية 90-89%,279.0,Apple,ايفون 14,128.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
IPHONE 15 ( 128GB ) USED /// ايفون 15 ذاكرة 128 مستعمل وكاله,328.0,Apple,ايفون 15,128.0,زهري,مستعمل - ممتاز,Apple-iPhone-15,
آيفون 11مستعمل,160.0,Apple,ايفون 11,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-11,
Samsung S26 ultra 256GB وارد الشرق  الأوسط بسعر مميز مع بكج مميز جدا,725.0,Samsung,جالاكسي S26 الترا,256.0,بنفسجي,جديد,Samsung-Galaxy-S26,
IPHONE 15 PRO ( 256GB ) USED /// ايفون 15 برو ذاكرة 256 مستعمل وكالة,418.0,Apple,ايفون 15 برو,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-15,
IPHONE 14 PRO MAX ( 256GB ) NEW /// آيفون 14 برو ماكس ذاكرة 256 جديد مع كرتونة,594.0,Apple,ايفون 14 برو ماكس,256.0,أسود,جديد,Apple-iPhone-14,
IPHONE 13 ( 256GB ) USED /// ايفون 13 ذاكرة 256 مستعمل وكاله,273.0,Apple,ايفون 13,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
IPHONE 16 PRO MAX (1-TB) USED /// ايفون 16 برو ماكس ذاكرة 1 تيرا ذاكرة مستعمل وكاله,719.0,Apple,ايفون 16 برو ماكس,1024.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
IPHONE 16 PRO MAX ( 512GB ) USED /// ايفون 16 برو ماكس ذاكرة 512 مستعمل وكاله,668.0,Apple,ايفون 16 برو ماكس,512.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-16,
IPHONE 13 PRO MAX  ( 256GB ) NEW /// آيفون 13 برو ماكس ذاكرة 256 جديد وكاله,489.0,Apple,ايفون 13 برو ماكس,256.0,أبيض,جديد,Apple-iPhone-13,
IPHONE 16 ( 128GB ) USED /// ايفون 16 ذاكرة 128 مستعمل وكاله,424.0,Apple,ايفون 16,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-16,
IPHONE 14 PLUS ( 256GB) USED /// ايفون 14 بلس ذاكرة 256 مستعمل وكالة,308.0,Apple,ايفون 14 بلس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
مستعمل وكالة ايفون 13 برو ماكس بافضل سعر//IPHONE 13 PRO MAX (128GB),325.0,Apple,ايفون 13 برو ماكس,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
iPhone 17 Esim NEW  \\\ ايفون 17 شريحة الكترونية جديد,589.0,Apple,ايفون 17,256.0,أبيض,جديد,Apple-iPhone-17,
متوفر بسعر مميز سامسونج اي 37 جديد /// samsung A37 256G new,270.0,Samsung,جالاكسي A37,256.0,أبيض,جديد,Samsung-Galaxy-A37,
HONOR X6C ( 256GB ) / RAM 6 NEW /// هونور اكس 6 سي ذاكرة 256 الرام 6 الجديد,87.0,Honor,,256.0,أسود,جديد,Honor-Other,
HONOR X7D -4G- ( 256GB ) / RAM 8 NEW /// هونور اكس 7 دي ذاكرة 256 الرام 8 الجديد,117.0,Honor,,256.0,أسود,جديد,Honor-Other,
iPhone 15 Promax 512GB / Battery 85% / مدخل خط,585.0,Apple,ايفون 15 برو ماكس,512.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
Samsung A56 5G 128GB 256GB 8Ram/12Ram   كفالة BMS سامسونج جلاكسي ايه a 5 6 5 g,249.0,Samsung,جالاكسي A56,256.0,أسود,جديد,Samsung-Galaxy-A56,
ايفون 14 128جيجا مشفر تيربو سيم واي فاي فقط ب اقل سعر بالاردن,190.0,Apple,ايفون 14,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
ايفون 14 جديد 128 جيجا — New iPhone 14 128GB,359.0,Apple,ايفون 14,128.0,أبيض,جديد,Apple-iPhone-14,
سامسونج اس 22 الترا  /// Samsung S 22 ultra,332.0,Samsung,جالاكسي S22 ألترا,256.0,تركواز,مستعمل - ممتاز,Samsung-Galaxy-S22,
IPAD 11 ( A16 ) AVAILABLE  128GB NEW / ايباد 11 معالج A16 متوفر ذاكره 128 جيجا,265.0,Apple,,128.0,11 انش,جديد,Apple-iPhone-11,
HONOR X5C PLUS ( 128GB ) / RAM 4 NEW /// هونور اكس 5 سي بلس ذاكرة 128 الرام 4 الجديد,73.0,Honor,هونور X5 بلس,128.0,أسود,جديد,Honor-Other,
HONOR X5C ( 64GB ) / RAM 4 NEW /// هونور اكس 5 سي ذاكرة 64 الرام 4 الجديد,63.0,Honor,,64.0,أسود,جديد,Honor-Other,
Galaxy s26 ultra 256 / 512 / 1tera / new  سامسونج جالاكسي s26 الترا 256 \512/1 تيرا جديد,749.0,Samsung,جالاكسي S25 الترا,256.0,بنفسجي,جديد,Samsung-Galaxy-S26,
IPHONE 17 ( 256GB ) NEW / ايفون 17 ذاكره 256 جيجا الجديد,579.0,Apple,ايفون 17,256.0,أسود,جديد,Apple-iPhone-17,
SAMSUNG Z FLIP 7 ( 512GB / 256GB ) NEW / سامسونج زي فليب 7 متوفر جميع سعات التخزين الجديد,670.0,Samsung,جالاكسي Z فليب7,256.0,أسود,جديد,Samsung-Z,
IPHONE 17 PRO ( 256GB ) NEW / ايفون 17 برو ذاكره 256 جيجا الجديد,850.0,Apple,ايفون 17 برو,256.0,برتقالي,جديد,Apple-iPhone-17,
IPHONE 17 PRO ( 512GB ) NEW ///ايفون 17 برو ذاكرة 512 الجديد,980.0,Apple,ايفون 17 برو,512.0,أسود,جديد,Apple-iPhone-17,
سامسونج اس 23 الترا  /// Samsung s 23 ultra,433.0,Samsung,جالاكسي S23 الترا,512.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-S23,
Samsung S24Ultra 256GB  جالاكسي S24 الترا جديد كفالة لمدة 12 شهر,545.0,Samsung,جالاكسي S24 الترا,256.0,رمادي,جديد,Samsung-Galaxy-S24,
ساسمونج S25 ألترا جديد كفالة BMS فل بكج بسعر مميز مميز,770.0,Samsung,جالاكسي S25 الترا,1024.0,رمادي,جديد,Samsung-Galaxy-S25,
SAMSUNG S25 ULTRA ( 256GB ) / RAM 12 NEW /// سامسونج اس 25 الترا ذاكرة 256 الرام 12 الجديد,618.0,Samsung,جالاكسي S25 الترا,256.0,أسود,جديد,Samsung-Galaxy-S25,
المصداقية شعارنا جديد شاومي Redmi Note15 Pro 5G 16GB-512GB من سبيد سيل,259.0,Xiaomi,ريدمي نوت 14 برو 5G,512.0,أسود,جديد,Xiaomi-Other,
SAMSUNG S26 ULTRA ( 256GB ) / RAM 12 NEW /// ساسمونج اس 26 الترا ذاكرة 256 الرام 12 الجديد,748.0,Samsung,جالاكسي S26 الترا,256.0,أسود,جديد,Samsung-Galaxy-S26,
Samsung S26 Ultra 256GB  جلاكسي S26 الترا جديد كفالة شرق اوسط,770.0,Samsung,جالاكسي S26 الترا,256.0,أبيض,جديد,Samsung-Galaxy-S26,
سامسونج اس 24 الترا  مستعمل /// Samsung S 24 ULTRA,533.0,Samsung,جالاكسي S24 الترا,512.0,تركواز,مستعمل - ممتاز,Samsung-Galaxy-S24,
11 pro max 256g  وكاله,180.0,Apple,ايفون 11 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-11,
هاتف سامسونج A17 الجديد كليا  بسعة 128و256 جيجابايت - كفالة الوكيل الرسمي ب افضل سعر ب المملكة,105.0,Samsung,جالاكسي A17,128.0,أسود,جديد,Samsung-Galaxy-A17,
آيفون 13 برو ماكس 256 جيجا للبيع كاش او البدل بسعر حرق,299.0,Apple,ايفون 13 برو ماكس,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-13,
iPhone 16 pro max /512G Battery 89%,750.0,Apple,ايفون 16 برو ماكس,512.0,أبيض,مستعمل - ممتاز,Apple-iPhone-16,
ساسمونج S25 ألترا جديد كفالة الوكيل  الرسمي في الأردن BMS,625.0,Samsung,جالاكسي S25 الترا,256.0,رمادي,جديد,Samsung-Galaxy-S25,
Ip 14 pro 256g مكفول 14 يوم في حال وجود اي عطل  بطاريات 100 -93 مدخل خط شرق اوسط,415.0,Apple,ايفون 14 برو,256.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
IPHONE 14 PLUS ( 128GB ) USED // ايفون 14 بلس ذاكره 128 جيجا مستعمل بحاله الجديد,269.0,Apple,ايفون 14 بلس,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
